file,folder,time_s,channel,members,n_channels,score,polarity,prominence,l1_sharpness
S01_009_EEG_01.edf,,38.892,F3,F4@38.852:432.9;C3@38.872:3772.5;F7@38.872:5791.7;F8@38.872:9454.9;FP1@38.872:7031.5;FP2@38.872:4406.9;FZ@38.872:909.0;O2@38.872:404.2;T7@38.872:634.8;T8@38.872:2258.5;P3@38.876:9403.2;P4@38.876:532.1;C4@38.892:4255.4;CZ@38.892:4681.7;F3@38.892:9921.1;O1@38.892:2903.3;P7@38.892:2565.3;P8@38.892:9897.0;PZ@38.892:4431.2,19,1.0,1,2218.0915,2280.2904
S01_009_EEG_01.edf,,39.036,F8,O2@39.032:245.5;F8@39.036:3752.2;FZ@39.036:426.6,3,1.0,1,2224.1454,6.0732
S01_009_EEG_01.edf,,39.228,P3,C3@39.204:944.4;C4@39.204:1795.9;CZ@39.204:1911.2;F4@39.204:1030.1;O1@39.204:1538.7;O2@39.204:1065.6;P4@39.204:1044.6;P7@39.204:1456.6;PZ@39.204:1853.6;T8@39.204:976.8;F3@39.228:3219.6;F7@39.228:884.5;F8@39.228:1249.5;FP1@39.228:852.7;FP2@39.228:917.0;FZ@39.228:1003.5;P3@39.228:18533.8;P8@39.228:1328.0;T7@39.228:1014.3,19,1.0,1,4137.3821,4164.9407
S01_009_EEG_01.edf,,39.364,PZ,PZ@39.364:1480.7;CZ@39.396:848.1;P8@39.400:1467.5;C3@39.404:745.8;P7@39.440:394.0,5,0.0,-1,1008.9383,6.0802
S01_009_EEG_01.edf,,39.608,F8,C4@39.492:614.3;F4@39.528:75.4;FZ@39.528:218.9;O1@39.532:371.9;F3@39.556:1483.2;O2@39.556:125.6;FP1@39.560:1210.1;P4@39.560:79.9;F7@39.564:978.6;F8@39.608:1824.3;FP2@39.608:697.0;PZ@39.608:536.8;P7@39.620:253.8,13,0.0,1,2224.1454,7.9538
S01_009_EEG_01.edf,,39.696,P8,CZ@39.676:519.4;P8@39.696:1895.5,2,0.0,-1,2205.7343,8.2176
S01_009_EEG_01.edf,,39.82,P3,FP1@39.776:912.7;PZ@39.776:339.4;FP2@39.780:572.6;FZ@39.780:191.4;O1@39.780:185.9;O2@39.780:157.5;P4@39.780:102.6;P3@39.820:1693.1;F8@39.864:1261.8;F7@39.868:692.2;P8@39.880:1312.5,11,0.0,-1,4137.3821,37.8776
S01_009_EEG_01.edf,,40.3,P8,CZ@40.264:33.2;P8@40.300:399.2,2,0.0,-1,1293.8718,8.6112
S01_009_EEG_01.edf,,40.364,F8,F8@40.364:361.3;O2@40.372:109.2,2,1.0,1,1271.8053,7.0616
S01_009_EEG_01.edf,,40.464,P3,P4@40.452:68.8;FP1@40.456:168.8;PZ@40.456:46.1;T7@40.456:82.3;F7@40.460:145.1;FP2@40.464:120.7;P3@40.464:1236.7;O1@40.468:81.7;C4@40.480:31.4;F3@40.520:48.6;FZ@40.520:66.0;P7@40.544:75.4,12,0.0,1,1505.5564,6.5945
S01_009_EEG_01.edf,,40.636,P3,FP1@40.636:70.0;FP2@40.636:53.0;P3@40.636:799.1;PZ@40.636:59.6;F7@40.640:67.6;F8@40.640:67.4;O1@40.644:82.1;CZ@40.656:56.6;F3@40.684:99.6;P4@40.692:43.2;T7@40.696:34.1,11,0.0,-1,1411.8453,7.3667
S01_009_EEG_01.edf,,40.788,P8,P7@40.748:70.9;P8@40.788:116.7;F7@40.792:40.6;FP1@40.792:53.6;O2@40.792:48.4,5,0.000671,1,241.5423,10.5974
S01_009_EEG_01.edf,,40.92,CZ,CZ@40.920:72.8;P7@40.920:64.0;P4@40.932:27.9,3,0.059117,1,52.3606,6.0663
S01_009_EEG_01.edf,,41.236,P8,O2@41.236:29.6;P8@41.236:173.3;C4@41.256:46.2;P4@41.256:28.1;P7@41.300:33.4,5,0.733716,-1,155.485,6.7018
S01_009_EEG_01.edf,,41.404,P8,C3@41.396:58.6;P8@41.404:176.8,2,0.950565,-1,159.6701,6.9175
S01_009_EEG_01.edf,,41.592,P8,O2@41.588:34.4;P8@41.592:139.4;CZ@41.620:31.0,3,0.044777,-1,160.03,9.4587
S01_009_EEG_01.edf,,42.176,FP1,F7@42.176:33.6;FP1@42.176:36.4,2,0.037212,1,86.1925,6.3442
S01_009_EEG_01.edf,,42.548,P8,P8@42.548:53.6;C3@42.576:24.0;T7@42.620:28.2,3,0.089991,-1,59.7741,8.771
S01_009_EEG_01.edf,,43.072,P8,P7@43.040:24.0;O1@43.044:29.4;P4@43.064:28.1;P8@43.072:44.0;FP2@43.096:23.5,5,0.038894,1,46.8137,8.5416
S01_009_EEG_01.edf,,43.284,O2,T8@43.216:19.6;C4@43.244:21.3;T7@43.244:25.1;P4@43.248:30.8;O2@43.284:40.4;O1@43.304:31.8;F3@43.308:22.8;F4@43.308:22.7;FZ@43.308:20.5;P7@43.308:30.5;P3@43.332:33.2,11,0.0633,-1,11.6254,11.2845
S01_009_EEG_01.edf,,43.372,P8,P8@43.372:40.2;T7@43.404:24.2;F7@43.408:21.9,3,0.007649,-1,30.6105,10.2872
S01_009_EEG_01.edf,,43.604,FP1,F3@43.600:19.6;P8@43.600:31.3;FP1@43.604:32.2,3,0.069774,-1,18.583,7.2033
S01_009_EEG_01.edf,,43.784,F8,P7@43.752:23.9;C4@43.768:14.6;P3@43.780:26.1;F8@43.784:30.8;FP2@43.784:21.8,5,0.081495,-1,27.1948,6.3179
S01_009_EEG_01.edf,,43.888,O2,F3@43.888:31.0;O2@43.888:47.3,2,0.154821,1,12.2401,6.7185
S01_009_EEG_01.edf,,44.016,O1,T7@43.952:22.6;F7@43.968:25.5;FP1@43.968:30.7;F4@44.012:23.0;P3@44.012:32.9;P7@44.012:31.5;F8@44.016:33.1;FP2@44.016:36.8;O1@44.016:46.7;C3@44.032:24.8;P4@44.052:26.0;PZ@44.052:18.9;F3@44.056:36.8;O2@44.056:46.5,14,0.069111,1,13.9051,10.3487
S01_009_EEG_01.edf,,44.148,P8,T7@44.108:23.7;F7@44.140:26.2;FP1@44.140:35.9;T8@44.144:28.7;P8@44.148:53.8;F4@44.192:30.5;CZ@44.200:26.7;P7@44.200:46.8;O1@44.204:41.7,9,0.007249,-1,17.4316,12.4966
S01_009_EEG_01.edf,,44.288,O2,C3@44.288:18.3;F3@44.288:38.1;FZ@44.288:34.2;O2@44.288:40.0;FP1@44.292:38.7;FP2@44.308:27.3;P4@44.308:19.0;PZ@44.308:19.3;F7@44.316:25.0,9,0.005421,1,11.4972,9.3332
S01_009_EEG_01.edf,,44.42,T8,C4@44.372:17.9;T8@44.420:21.6,2,0.093085,1,8.8401,8.9267
S01_009_EEG_01.edf,,44.724,O1,F4@44.372:27.5;O1@44.376:41.1;P3@44.376:23.7;P7@44.376:41.8;P8@44.420:40.2;FP2@44.460:34.5;F8@44.464:34.7;P4@44.492:22.7;F7@44.496:27.1;F3@44.508:32.9;FZ@44.508:25.0;P3@44.540:39.7;C3@44.544:20.4;F4@44.544:34.9;O2@44.588:43.0;T8@44.620:27.5;PZ@44.624:29.6;FP1@44.652:33.5;P8@44.652:34.3;P7@44.692:41.6;FZ@44.696:25.0;F4@44.720:35.9;F8@44.720:37.3;FP2@44.720:39.9;P3@44.720:32.3;O1@44.724:53.9;F7@44.736:34.2;C3@44.740:22.3;C4@44.740:18.5;PZ@44.780:30.5,17,0.02824,1,13.9051,8.4043
S01_009_EEG_01.edf,,44.84,O2,F3@44.840:21.4;O2@44.840:43.7;P8@44.840:28.4,3,0.091079,1,11.4928,8.0578
S01_009_EEG_01.edf,,44.952,F8,PZ@44.948:27.2;F8@44.952:41.6;FP2@44.952:36.6,3,0.378717,-1,14.6697,8.3841
S01_009_EEG_01.edf,,45.104,O2,F3@45.104:20.3;O2@45.104:36.9;P8@45.108:36.4;T8@45.108:20.7,4,0.002568,1,11.182,8.2858
S01_009_EEG_01.edf,,45.22,P4,CZ@45.192:14.2;C3@45.220:19.1;C4@45.220:17.2;P4@45.220:29.0,4,0.144806,-1,7.2825,7.7896
S01_009_EEG_01.edf,,45.28,P8,P8@45.280:37.8;F7@45.296:20.7;O1@45.340:29.3;P3@45.340:25.7,4,0.009106,1,13.5055,9.1534
S01_009_EEG_01.edf,,45.384,F8,F8@45.384:30.6;FP2@45.420:23.9,2,0.001546,1,11.242,6.8097
S01_009_EEG_01.edf,,45.78,O1,O2@45.776:37.6;O1@45.780:42.2,2,0.029975,1,11.7155,6.7968
S01_009_EEG_01.edf,,45.992,O1,P4@45.860:20.1;PZ@45.888:23.8;F8@45.892:40.4;FP1@45.892:33.8;FP2@45.892:37.5;P8@45.940:31.6;F4@45.948:28.6;O2@45.948:39.4;CZ@45.988:19.3;O1@45.992:43.3;P3@46.040:28.3,11,0.063007,-1,10.6602,8.5688
S01_009_EEG_01.edf,,46.128,P8,P8@46.128:37.0;FZ@46.136:23.1;P7@46.136:36.6,3,0.034662,1,11.0916,9.0115
S01_009_EEG_01.edf,,46.264,F8,F8@46.264:29.3;FP2@46.268:25.6;PZ@46.292:26.3,3,0.209196,-1,11.242,7.2022
S01_009_EEG_01.edf,,46.348,P8,C3@46.324:14.6;O2@46.344:28.2;F3@46.348:18.9;P8@46.348:29.2;P4@46.372:25.2;C4@46.376:13.7,6,0.115177,1,9.2789,8.568
S01_009_EEG_01.edf,,46.456,T8,T8@46.456:24.4;CZ@46.460:16.7,2,0.278983,-1,6.2239,6.2992
S01_009_EEG_01.edf,,46.564,O2,P8@46.548:24.3;F7@46.560:16.2;O1@46.560:29.3;PZ@46.560:29.2;O2@46.564:29.4,5,0.018893,1,9.6317,6.6244
S01_009_EEG_01.edf,,46.772,O2,O2@46.772:29.0;T7@46.800:18.6,2,0.037242,-1,9.6317,6.6767
S01_009_EEG_01.edf,,46.9,F7,F3@46.900:19.0;F7@46.900:24.2;FP1@46.900:21.2,3,0.044387,-1,15.0982,6.9175
S01_009_EEG_01.edf,,47.384,F8,F4@47.380:17.3;O1@47.380:30.2;F8@47.384:30.4;P7@47.384:28.2,4,0.073374,-1,13.3326,6.3758
S01_009_EEG_01.edf,,47.796,P4,F3@47.760:18.1;C3@47.764:16.7;PZ@47.788:23.2;T7@47.792:21.8;F7@47.796:24.9;P4@47.796:30.4;P8@47.804:27.2,7,0.086757,1,7.6952,6.9227
S01_009_EEG_01.edf,,47.98,P8,PZ@47.960:27.9;FP1@47.964:28.0;P4@47.968:32.6;P8@47.980:33.4,4,0.2365,1,9.8014,6.1861
S01_009_EEG_01.edf,,48.04,T7,C4@48.040:23.0;F7@48.040:23.9;T7@48.040:27.1,3,0.297208,-1,10.8991,12.3005
S01_009_EEG_01.edf,,48.148,P8,P8@48.148:41.4;C3@48.152:26.4;P7@48.156:27.2,3,0.09592,1,9.8014,6.4758
S01_009_EEG_01.edf,,48.248,P3,C4@48.244:14.9;T7@48.244:22.0;P3@48.248:31.4,3,0.154776,-1,7.6365,9.3388
S01_009_EEG_01.edf,,48.32,P8,F4@48.312:19.5;F3@48.316:19.0;FP1@48.316:24.2;FP2@48.316:19.7;P4@48.316:26.1;O2@48.320:38.9;P8@48.320:41.4;O1@48.336:33.8;P7@48.336:31.2;FZ@48.340:19.7;PZ@48.340:20.8,11,0.09592,1,9.8014,9.1075
S01_009_EEG_01.edf,,48.708,P7,T7@48.700:17.2;FP1@48.708:22.7;O1@48.708:28.2;P7@48.708:33.8,4,0.010371,1,10.6969,8.8874
S01_009_EEG_01.edf,,48.976,P8,C3@48.976:12.8;O2@48.976:21.6;P8@48.976:32.9;T8@48.976:20.2;CZ@48.980:16.1;P4@48.996:22.1;F3@49.000:18.3;FZ@49.004:18.1,8,0.013871,-1,10.1301,9.0445
S01_009_EEG_01.edf,,49.292,O2,P8@49.224:33.6;T8@49.232:30.2;P3@49.240:27.8;PZ@49.240:30.9;O1@49.244:53.7;F7@49.252:30.2;FP1@49.256:47.6;C4@49.260:19.1;F3@49.260:29.5;P4@49.260:37.2;O2@49.292:54.0;F4@49.300:29.7,12,0.484263,1,13.6351,7.8045
S01_009_EEG_01.edf,,49.48,O1,FZ@49.392:30.1;P8@49.400:40.5;T8@49.400:22.6;F8@49.416:46.0;PZ@49.416:29.3;FP2@49.420:52.2;P4@49.424:33.5;F7@49.428:33.8;F3@49.432:27.6;FP1@49.432:36.7;CZ@49.444:20.0;C4@49.456:21.8;F4@49.480:37.2;O1@49.480:68.2;O2@49.480:59.7;P7@49.480:44.1;P3@49.484:33.4,17,0.493717,1,15.3672,13.0161
S01_009_EEG_01.edf,,49.604,FP1,FZ@49.572:32.5;P8@49.580:35.8;F7@49.604:39.5;FP1@49.604:40.3;PZ@49.608:24.5,5,0.378408,-1,11.0591,8.3924
S01_009_EEG_01.edf,,49.792,O1,FP2@49.792:29.5;O1@49.792:45.6;P7@49.792:33.5;F8@49.796:28.5;FZ@49.796:19.3;O2@49.796:33.0;PZ@49.820:21.6,7,0.004866,-1,15.3672,9.6227
S01_009_EEG_01.edf,,49.996,F8,F7@49.964:25.7;FP1@49.964:29.9;P4@49.988:29.4;F8@49.996:31.9,4,0.020356,1,17.3162,7.0198
S01_009_EEG_01.edf,,50.1,O1,T7@50.052:18.8;F4@50.068:27.0;PZ@50.088:27.3;FP2@50.092:29.0;O2@50.092:37.1;O1@50.100:54.7;P7@50.104:44.7,7,0.000672,1,16.4094,12.0358
S01_009_EEG_01.edf,,50.184,P8,P4@50.176:29.9;F3@50.180:25.2;FZ@50.180:22.4;P8@50.184:36.9,4,0.052723,1,14.1907,8.0233
S01_009_EEG_01.edf,,50.592,O1,O2@50.472:34.2;P8@50.472:32.5;P4@50.496:26.0;F3@50.500:22.6;F7@50.500:22.5;FP1@50.500:31.0;FZ@50.500:20.8;C4@50.520:19.3;F8@50.540:36.8;FP2@50.544:42.5;P3@50.544:31.7;PZ@50.544:30.8;T8@50.544:25.6;C3@50.564:18.5;CZ@50.572:15.3;O1@50.592:49.0;F4@50.596:25.7,17,0.001125,1,17.0458,8.441
S01_009_EEG_01.edf,,50.712,P8,P8@50.712:63.9;P7@50.728:42.7;F3@50.732:24.1;F8@50.732:37.5;FP1@50.732:37.1;FP2@50.732:35.2;FZ@50.732:24.3;P4@50.732:35.2,8,0.221841,1,14.0663,10.9853
S01_009_EEG_01.edf,,50.816,O1,C3@50.792:23.7;P3@50.812:40.8;T7@50.812:23.6;F7@50.816:30.7;O1@50.816:65.0;PZ@50.816:38.1;O2@50.824:53.9;T8@50.844:49.0,8,0.035187,1,17.0458,13.0456
S01_009_EEG_01.edf,,51.036,O1,P7@50.924:46.0;F3@50.948:36.9;F4@50.948:33.9;F8@50.952:39.2;FZ@50.952:39.0;PZ@50.984:30.2;P4@50.988:39.2;CZ@51.008:22.5;FP2@51.032:43.3;P3@51.032:36.9;O1@51.036:60.8;O2@51.036:49.7;F7@51.072:32.5;T7@51.072:31.2;FP1@51.076:42.2;P7@51.092:46.9;F4@51.120:35.0;F3@51.148:41.0;P4@51.152:33.7;C4@51.176:29.2,16,0.011208,-1,17.0458,10.9572
S01_009_EEG_01.edf,,51.264,P7,PZ@51.256:34.7;T8@51.256:30.5;F8@51.260:33.7;P7@51.264:55.7;T7@51.264:29.2;FZ@51.272:40.4;P8@51.272:25.2;CZ@51.276:34.1,8,0.339749,1,12.5918,12.3689
S01_009_EEG_01.edf,,51.344,O1,FP2@51.344:35.9;O1@51.344:66.9;P3@51.344:32.0;F4@51.348:33.9;O2@51.348:38.6;FP1@51.352:34.4;F3@51.356:35.1;F7@51.384:25.4;PZ@51.416:23.0;P7@51.440:54.6;F8@51.464:34.5,11,0.039841,1,17.0458,14.7296
S01_009_EEG_01.edf,,51.552,P4,O2@51.548:27.3;C4@51.552:23.9;P4@51.552:35.0,3,0.018069,-1,9.7743,7.4878
S01_009_EEG_01.edf,,51.604,P8,P8@51.604:43.1;FP1@51.632:25.8;F3@51.656:20.1,3,0.098659,1,14.0663,8.3387
S01_009_EEG_01.edf,,51.74,P4,P4@51.740:30.1;C4@51.744:27.8,2,0.004547,1,9.7743,8.9541
S01_009_EEG_01.edf,,51.764,P8,C3@51.744:18.4;T8@51.744:27.9;P8@51.764:28.0,3,0.095686,1,10.3475,6.8213
S01_009_EEG_01.edf,,51.94,FP2,PZ@51.936:17.1;FP2@51.940:19.9,2,0.008902,1,12.8204,6.0371
S01_009_EEG_01.edf,,52.14,P4,P8@52.116:23.2;P4@52.140:32.1;C4@52.144:27.7;F7@52.148:21.8;CZ@52.152:16.1,5,0.03749,-1,8.9018,7.6062
S01_009_EEG_01.edf,,52.36,O1,FZ@52.340:22.4;C4@52.360:13.4;F4@52.360:16.7;FP2@52.360:22.9;O1@52.360:26.0;P3@52.360:25.5;P7@52.360:21.7,7,0.153339,-1,7.6419,7.1133
S01_009_EEG_01.edf,,52.432,O2,O2@52.432:29.9;P4@52.436:20.6,2,0.144137,-1,7.5429,9.5033
S01_009_EEG_01.edf,,52.568,F3,CZ@52.516:27.8;FZ@52.516:28.7;P8@52.564:29.5;F3@52.568:34.1;T8@52.572:24.1;F8@52.576:28.1;FP2@52.580:26.2;O1@52.580:28.7;P3@52.580:29.5;PZ@52.580:27.0;F4@52.584:23.4;C4@52.628:22.3;P4@52.628:31.0;F7@52.632:20.2;P7@52.648:30.5;O2@52.652:27.2,16,0.229585,-1,8.3088,8.4115
S01_009_EEG_01.edf,,52.8,P3,P3@52.800:32.4;F4@52.804:19.3;C3@52.808:28.8;O2@52.816:27.4;P4@52.816:30.9;T7@52.816:26.1,6,0.135173,1,9.2008,9.156
S01_009_EEG_01.edf,,52.888,P7,P7@52.888:35.1;C4@52.936:20.3,2,0.120267,1,8.3464,7.3447
S01_009_EEG_01.edf,,52.992,FP1,T8@52.932:22.2;FZ@52.968:17.2;FP1@52.992:25.0,3,0.015458,1,10.9158,6.0369
S01_009_EEG_01.edf,,53.28,P4,C4@53.276:24.7;P4@53.280:26.0,2,0.018422,1,8.0137,7.9314
S01_009_EEG_01.edf,,53.66,P7,P7@53.660:26.9;T7@53.660:25.0;F7@53.668:15.8;O1@53.676:18.1;FZ@53.680:15.1,5,0.067947,1,8.3464,7.3821
S01_009_EEG_01.edf,,53.668,PZ,CZ@53.660:15.3;PZ@53.668:20.3,2,0.010833,1,7.7777,9.8931
S01_009_EEG_01.edf,,53.888,F7,FP2@53.864:30.6;P3@53.864:29.9;FP1@53.868:31.8;CZ@53.884:31.4;F7@53.888:34.1;PZ@53.888:33.8,6,0.359242,-1,14.127,10.689
S01_009_EEG_01.edf,,53.992,O1,F8@53.956:27.9;O1@53.992:28.3,2,0.110663,1,8.966,6.6493
S01_009_EEG_01.edf,,54.06,CZ,CZ@54.060:26.8;F4@54.080:18.4,2,0.192822,1,8.0278,8.6628
S01_009_EEG_01.edf,,54.112,F7,O2@54.084:31.7;F7@54.112:36.3,2,0.359242,-1,14.127,6.0312
S01_009_EEG_01.edf,,54.204,F3,F3@54.204:47.1;FZ@54.204:29.5,2,0.271841,-1,11.1816,15.78
S01_009_EEG_01.edf,,54.204,FP1,P3@54.160:27.8;P8@54.180:25.8;FP1@54.204:33.1;P4@54.204:30.0;PZ@54.204:22.0,5,0.239313,-1,10.9474,11.2028
S01_009_EEG_01.edf,,54.276,F7,CZ@54.252:24.8;T7@54.252:41.0;P7@54.256:25.6;C4@54.272:21.5;F7@54.276:42.7;C3@54.300:30.9,6,0.206859,1,14.127,13.3923
S01_009_EEG_01.edf,,55.06,P7,F4@55.008:24.7;FZ@55.012:26.1;P8@55.012:27.9;F3@55.040:30.0;FP1@55.044:31.6;P3@55.048:20.0;P7@55.060:38.1;T7@55.064:28.5;CZ@55.068:23.6;C4@55.084:17.3;O1@55.092:32.0;O2@55.124:30.0;F7@55.128:29.9;PZ@55.128:23.7,14,0.131338,1,9.8455,8.0545
S01_009_EEG_01.edf,,55.236,P8,P3@55.208:29.9;CZ@55.236:25.9;P8@55.236:32.4;T8@55.240:31.0;F8@55.244:31.6;F3@55.256:25.1;FP1@55.256:28.0;F4@55.260:26.4;FZ@55.260:24.5;T7@55.272:28.0,10,0.048455,1,8.9158,8.9522
S01_009_EEG_01.edf,,55.424,O1,P3@55.380:40.4;P7@55.388:39.8;T8@55.416:31.0;O1@55.424:50.3,4,0.009658,-1,13.209,7.3082
S01_009_EEG_01.edf,,55.532,P8,C3@55.508:23.1;F8@55.516:36.7;FP2@55.516:35.0;P4@55.528:23.6;P8@55.532:37.0,5,0.076749,1,8.9158,7.5292
S01_009_EEG_01.edf,,55.604,O1,FZ@55.600:30.6;P7@55.600:41.5;F4@55.604:29.2;O1@55.604:59.8;P3@55.628:44.8;PZ@55.628:32.5,6,0.118312,-1,13.209,9.1622
S01_009_EEG_01.edf,,55.744,O2,C3@55.684:21.8;F8@55.688:38.9;FP2@55.688:42.6;F7@55.692:25.8;C4@55.720:22.0;P4@55.720:28.7;F3@55.724:30.0;FP1@55.724:35.7;O2@55.744:43.5,9,0.181815,-1,15.6092,7.5582
S01_009_EEG_01.edf,,55.868,O1,FZ@55.816:29.7;P8@55.824:33.8;FP2@55.864:32.0;PZ@55.864:22.7;O1@55.868:46.0;C3@55.916:26.0;P3@55.948:26.6,7,0.011954,-1,15.2369,8.1877
S01_009_EEG_01.edf,,56.084,P4,P4@56.084:42.7;P8@56.084:28.8;C3@56.088:26.4;T8@56.088:24.6;C4@56.096:37.5;F4@56.128:25.9;FZ@56.148:31.0,7,0.207225,-1,12.2754,7.4495
S01_009_EEG_01.edf,,56.244,O1,PZ@56.236:26.4;FP1@56.240:33.9;O1@56.244:45.5;P3@56.244:38.9;P4@56.256:42.7;P7@56.256:44.5;T7@56.256:27.0;CZ@56.280:26.9;C3@56.292:41.4;C4@56.296:39.0;T8@56.296:19.5;F7@56.332:23.1;O2@56.332:30.3,13,0.006597,1,16.3105,8.7202
S01_009_EEG_01.edf,,56.392,F4,F4@56.392:42.7;FP2@56.392:34.3;FZ@56.392:35.8;P3@56.396:38.9,4,0.23958,1,11.2688,9.2137
S01_009_EEG_01.edf,,56.52,O1,C3@56.452:39.3;CZ@56.460:28.0;PZ@56.464:33.1;F8@56.468:33.1;F3@56.488:33.7;C4@56.508:37.7;F7@56.508:30.6;FP1@56.508:34.9;T7@56.508:31.8;O1@56.520:49.7;P7@56.524:40.8,11,0.008658,1,16.3105,9.1486
S01_009_EEG_01.edf,,56.788,O2,O2@56.600:67.7;P4@56.600:46.2;P8@56.600:39.2;FP2@56.604:34.2;FZ@56.604:35.9;P3@56.612:40.0;C3@56.624:33.1;F4@56.628:26.4;F8@56.656:44.5;F7@56.688:32.5;O1@56.704:71.2;P7@56.708:46.1;T7@56.712:23.6;F3@56.732:44.6;FP1@56.736:42.9;PZ@56.768:33.8;FZ@56.784:45.1;CZ@56.788:45.9;O2@56.788:75.5;P8@56.788:51.3;F4@56.792:33.9;C4@56.800:31.3;C3@56.824:34.8,18,0.129378,1,17.2786,10.2986
S01_009_EEG_01.edf,,56.896,F8,FP2@56.868:35.0;F8@56.896:36.6,2,0.003312,1,13.2713,6.3864
S01_009_EEG_01.edf,,57.14,O2,T7@56.952:19.5;P4@56.956:38.4;F7@56.960:32.8;O2@56.960:55.7;P8@56.960:54.5;F3@56.968:34.5;FP1@56.968:40.6;O1@56.968:46.4;P7@56.972:38.2;FZ@56.976:30.1;F4@57.012:27.3;F8@57.052:39.7;FP2@57.052:37.7;PZ@57.080:41.7;CZ@57.116:34.2;T8@57.120:29.8;F7@57.140:33.7;FP1@57.140:38.2;FZ@57.140:28.7;O1@57.140:48.9;O2@57.140:57.5;F3@57.144:31.2;P8@57.144:50.0;P7@57.152:37.6;C3@57.184:26.4,17,0.001112,1,17.2786,13.4739
S01_009_EEG_01.edf,,57.216,F8,F8@57.216:44.5;P3@57.216:34.7;C4@57.224:27.9;FP2@57.224:41.2;P4@57.224:41.0;T7@57.228:28.6,6,0.025989,1,11.9094,6.6082
S01_009_EEG_01.edf,,57.32,O1,PZ@57.308:39.6;O1@57.320:59.2;CZ@57.328:35.5;F3@57.364:32.9;F7@57.368:38.1;FP1@57.368:43.4;FZ@57.368:26.8;O2@57.368:51.1;C4@57.388:25.2;P4@57.392:38.0;T7@57.396:27.1;F8@57.400:36.8;FP2@57.400:32.7;F4@57.404:26.0;P3@57.404:50.9;P7@57.416:44.1;P8@57.428:50.2,17,0.00253,1,16.4452,9.9776
S01_009_EEG_01.edf,,57.508,O1,CZ@57.480:40.3;PZ@57.484:37.7;T8@57.484:32.8;O1@57.508:59.2,4,0.00253,1,16.4452,7.2115
S01_009_EEG_01.edf,,57.604,P7,P4@57.580:32.3;F7@57.584:28.6;C4@57.604:25.7;P7@57.604:44.1,4,0.01201,1,14.0607,6.1078
S01_009_EEG_01.edf,,57.676,P3,F3@57.668:26.9;FP1@57.672:35.3;O1@57.672:46.0;FP2@57.676:37.7;FZ@57.676:26.7;P3@57.676:54.9;C3@57.680:39.8;F4@57.680:29.1,8,0.247821,-1,16.9301,9.0994
S01_009_EEG_01.edf,,57.852,P3,O2@57.748:32.8;F8@57.752:33.9;PZ@57.752:34.4;F7@57.756:27.2;T7@57.792:33.6;C4@57.828:53.9;P4@57.828:51.2;C3@57.848:46.3;P3@57.852:73.7;F4@57.856:37.5;FZ@57.856:40.2;O1@57.856:62.6;P7@57.856:57.1;F3@57.860:29.7;FP1@57.884:43.0;FP2@57.928:46.0;PZ@57.928:54.8;F7@57.932:40.3;F8@57.932:46.8;T8@57.940:32.8;CZ@57.960:35.4;T7@57.960:34.3,18,0.176162,1,16.9301,19.9531
S01_009_EEG_01.edf,,58.036,P3,O2@58.020:49.0;P4@58.020:50.2;P8@58.024:32.4;F3@58.028:38.3;FZ@58.032:39.3;O1@58.032:51.1;F4@58.036:35.7;P3@58.036:51.6;P7@58.036:47.2;C3@58.044:45.7;FP1@58.064:45.5;C4@58.096:30.2;F8@58.108:36.4;FP2@58.112:42.0,14,0.023418,1,16.9301,13.7117
S01_009_EEG_01.edf,,58.192,O2,O2@58.192:52.2;P4@58.192:42.3;P8@58.192:30.4;F3@58.196:36.3;F7@58.196:32.7;T7@58.196:31.6;PZ@58.200:37.4;P3@58.208:42.0,8,0.000977,1,16.046,12.5637
S01_009_EEG_01.edf,,58.364,FP2,FZ@58.284:32.2;O1@58.284:51.6;F4@58.288:32.3;P7@58.296:49.3;CZ@58.304:26.7;C3@58.336:25.9;C4@58.360:40.8;F7@58.364:45.6;F8@58.364:46.4;FP1@58.364:49.5;FP2@58.364:53.8;P4@58.364:51.9;PZ@58.364:45.9;T7@58.364:39.5;O2@58.368:44.2;P3@58.368:42.0,16,0.26061,-1,12.922,13.1071
S01_009_EEG_01.edf,,58.472,FZ,F3@58.468:30.2;FZ@58.472:38.3,2,0.043511,-1,9.4074,9.993
S01_009_EEG_01.edf,,58.556,O1,CZ@58.536:33.7;T7@58.536:34.9;P4@58.540:42.0;PZ@58.540:51.9;F7@58.544:41.2;FP1@58.544:42.6;O2@58.548:45.6;O1@58.556:55.9;P3@58.556:46.3;C4@58.560:27.9;C3@58.564:33.5;F4@58.564:33.0;P7@58.564:41.6;FP2@58.592:47.5;F8@58.604:44.5,15,0.013048,1,15.5191,10.119
S01_009_EEG_01.edf,,58.828,O2,P4@58.728:27.7;P8@58.732:35.3;F3@58.736:29.3;FP1@58.736:40.1;FZ@58.736:32.1;F4@58.740:32.5;P3@58.744:37.2;C3@58.748:21.2;FP2@58.772:50.3;PZ@58.808:37.0;O1@58.824:54.5;P7@58.824:33.9;CZ@58.828:28.6;O2@58.828:58.4,14,0.006477,1,16.046,10.409
