log10_gap_s,gap_s,density
0.5710811187318892,3.7246126911012793,0.4172118767442281
0.5774483068096792,3.779621465574551,0.41210911547807294
0.583815494887469,3.8354426641896056,0.4069955285608188
0.5901826829652588,3.8920882856319734,0.4018731130104739
0.596549871043049,3.9495705057956743,0.3967437940062653
0.6029170591208388,4.007901680400396,0.39160942530700527
0.6092842471986286,4.0670943476473616,0.3864717898627126
0.6156514352764189,4.127161230914386,0.3813326006064895
0.6220186233542087,4.188115241490735,0.37619350141477514
0.6283858114319985,4.249969481352412,0.3710560682252863
0.6347529995097887,4.312737245978399,0.3659218103031686
0.6411201875875785,4.376432027208485,0.3607921716470237
0.6474873756653683,4.441067516143342,0.35566853252761554
0.6538545637431581,4.506657606087394,0.3505522111530888
0.6602217518209483,4.5732163955351695,0.3454444654554747
0.6665889398987381,4.640758191201733,0.3403464949940772
0.6729561279765279,4.709297511097922,0.33525944297198684
0.6793233160543182,4.778849087650956,0.330184398362514
0.685690504132108,4.849427870871139,0.325122398142655
0.6920576922098978,4.92104903156537,0.3200744296308758
0.698424880287688,4.9937279645980714,0.31504143292650977
0.7047920683654778,5.067480292200277,0.31002430344784515
0.7111592564432676,5.142321867327639,0.30502389456561896
0.7175264445210574,5.218268777067977,0.300041020328102
0.7238936325988476,5.295337346099187,0.29507645827323703
0.7302608206766374,5.373544140198178,0.2901309523224613
0.7366280087544272,5.452905969801707,0.28520521574984464
0.7429951968322175,5.533439893619729,0.2802999342191029
0.7493623849100073,5.615163222302132,0.27541576887984387
0.7557295729877971,5.6980935221596685,0.27055335951316595
0.7620967610655869,5.782248618939785,0.2657133277154365
0.7684639491433771,5.867646601658254,0.26089628010776855
0.7748311372211669,5.954305826487353,0.2561028115574272
0.7811983252989567,6.042244920701542,0.251333508396132
0.787565513376747,6.13148278668134,0.24658895161905042
0.7939327014545368,6.222038605976355,0.24186972004716328
0.8002998895323266,6.313931843428362,0.2371763934347181
0.8066670776101168,6.407182251355226,0.2325095555026472
0.8130342656879066,6.501809873796614,0.22786979687815542
0.8194014537656964,6.5978350508224715,0.22325771792018936
0.8257686418434862,6.695278422905063,0.21867393141021851
0.8321358299212764,6.794160935355629,0.21411906508768208
0.8385030179990662,6.894503842826518,0.20959376400960675
0.844870206076856,6.996328713879889,0.20509869271428646
0.8512373941546463,7.099657435623816,0.2006345371695464
0.8576045822324361,7.204512218416876,0.19620200648697336
0.8639717703102259,7.3109156006422715,0.19180183438459544
0.8703389583880161,7.418890453552402,0.18743478038183503
0.8767061464658059,7.528459986184985,0.183101630712115
0.8830733345435957,7.639647750351851,0.1788031989402528
0.8894405226213855,7.752477645701337,0.17454032627375948
0.8958077106991758,7.866973924855502,0.17031388155927815
0.9021748987769656,7.983161198623157,0.1661247609577039
0.9085420868547553,8.101064441289973,0.16197388729393256
0.9149092749325456,8.220708995986643,0.15786220907974208
0.9212764630103354,8.34212058013632,0.15379069921089245
0.9276436510881252,8.465325290982607,0.14976035334220242
0.9340108391659154,8.590349611199072,0.14577218794704683
0.9403780272437052,8.717220414581655,0.14182723807038078
0.946745215321495,8.845964971825197,0.13792655478703464
0.9531124033992848,8.976610956385189,0.13407120237960138
0.9594795914770751,9.109186450426183,0.13026225525269342
0.9658467795548649,9.243719950857955,0.1265007946027094
0.9722139676326547,9.380240375460938,0.12278790486443542
0.9785811557104449,9.51877706910203,0.11912466995784282
0.9849483437882347,9.6593598100422,0.1155121693602609
0.9913155318660245,9.80201881633734,0.11195147403071548
0.9976827199438147,9.946784752333562,0.10844364221460692
1.0040499080216045,10.093688735258425,0.1049897151580193
1.0104170960993943,10.242762341909602,0.10159071276182345
1.0167842841771841,10.394037615442217,0.09824762920633853
1.0231514722549744,10.547547072256512,0.09496142857763047
1.0295186603327642,10.703323708987133,0.09173304052658382
1.035885848410554,10.8614010095958,0.08856335599164043
1.0422530364883442,11.021812952568583,0.08545322301560938
1.048620224566134,11.184594018219501,0.08240344268617808
1.0549874126439238,11.34977919610209,0.07941476522872908
1.061354600721714,11.517403992530314,0.07648788627881038
1.0677217887995039,11.687504438210562,0.07362344336010582
1.0740889768772937,11.860117095986467,0.07082201259204608
1.0804561649550835,12.035279068697994,0.06808410564931168
1.0868233530328737,12.213028007156655,0.06541016699340543
1.0931905411106635,12.39340211823846,0.06280057139425956
1.0995577291884533,12.576440173096493,0.060255621757501224
1.1059249172662435,12.762181515494682,0.05777554727056368
1.1122921053440333,12.950666070264644,0.05536050187831379
1.1186592934218231,13.14193435188755,0.053010563096301026
